CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,Credit_Card_Status,IsActiveMember,Activity_Status,EstimatedSalary,Exited,Churn_Status
752,Spain,Male,48,5,116060.08,1,1,Has Credit Card,0,Inactive,156618.38,1,Churned
706,France,Female,29,5,112564.62,1,1,Has Credit Card,0,Inactive,42334.38,0,Retained
583,France,Female,27,1,125406.58,1,1,Has Credit Card,1,Active,110784.42,0,Retained
660,Germany,Female,39,5,135134.99,1,1,Has Credit Card,0,Inactive,173683.0,1,Churned
819,France,Female,39,9,133102.92,1,1,Has Credit Card,0,Inactive,27046.46,1,Churned
673,France,Female,34,8,42157.08,1,1,Has Credit Card,0,Inactive,20598.59,1,Churned
752,France,Female,30,3,0.0,2,1,Has Credit Card,1,Active,104991.28,0,Retained
578,France,Male,38,7,82259.29,1,1,Has Credit Card,0,Inactive,8996.97,0,Retained
438,France,Female,36,4,0.0,2,1,Has Credit Card,0,Inactive,64420.5,0,Retained
652,France,Male,38,6,0.0,2,1,Has Credit Card,1,Active,145700.22,0,Retained
629,France,Female,49,4,0.0,2,1,Has Credit Card,1,Active,196335.48,0,Retained
720,France,Male,52,7,0.0,1,1,Has Credit Card,1,Active,14781.12,0,Retained
668,France,Male,42,3,150461.07,1,1,Has Credit Card,0,Inactive,108139.23,0,Retained
459,Germany,Male,48,4,133994.52,1,1,Has Credit Card,1,Active,19287.06,1,Churned
729,Spain,Male,31,8,164870.81,2,1,Has Credit Card,1,Active,9567.39,0,Retained
498,Germany,Male,25,8,121702.73,1,1,Has Credit Card,1,Active,132210.49,0,Retained
549,Spain,Male,25,6,193858.2,1,0,No Credit Card,1,Active,21600.11,0,Retained
601,Germany,Female,54,1,131039.97,2,1,Has Credit Card,1,Active,199661.5,0,Retained
544,France,Male,64,9,113829.45,1,1,Has Credit Card,1,Active,124341.49,0,Retained
751,France,Female,30,6,0.0,2,1,Has Credit Card,0,Inactive,15766.1,0,Retained
632,Germany,Female,41,3,81877.38,1,1,Has Credit Card,1,Active,33642.21,0,Retained
694,Spain,Male,57,8,116326.07,1,1,Has Credit Card,1,Active,117704.65,0,Retained
678,France,Male,31,2,0.0,2,1,Has Credit Card,1,Active,58803.28,0,Retained
695,France,Male,46,4,0.0,2,1,Has Credit Card,1,Active,137537.22,0,Retained
661,France,Female,41,1,0.0,2,0,No Credit Card,1,Active,131300.68,0,Retained
661,France,Male,33,9,0.0,2,1,Has Credit Card,1,Active,84174.81,0,Retained
559,France,Female,31,3,127070.73,1,0,No Credit Card,1,Active,160941.78,0,Retained
503,France,Male,29,3,0.0,2,1,Has Credit Card,1,Active,143954.99,0,Retained
695,Spain,Male,46,3,122549.64,1,1,Has Credit Card,1,Active,56297.85,0,Retained
640,France,Female,42,5,176099.13,1,1,Has Credit Card,1,Active,8404.73,0,Retained
624,Germany,Female,48,3,122388.38,2,0,No Credit Card,0,Inactive,30020.09,0,Retained
667,France,Male,42,9,0.0,2,0,No Credit Card,1,Active,58137.42,0,Retained
642,France,Male,26,0,0.0,1,0,No Credit Card,0,Inactive,47472.68,0,Retained
640,Spain,Female,32,6,118879.35,2,1,Has Credit Card,1,Active,19131.71,0,Retained
529,Spain,Male,35,5,0.0,2,1,Has Credit Card,1,Active,187288.5,0,Retained
563,France,Female,39,5,0.0,2,1,Has Credit Card,1,Active,17603.81,0,Retained
593,Spain,Female,38,4,88736.44,2,1,Has Credit Card,0,Inactive,67020.03,0,Retained
739,Germany,Male,45,7,102703.62,1,0,No Credit Card,1,Active,147802.94,1,Churned
788,Spain,Female,70,1,0.0,2,1,Has Credit Card,1,Active,41610.62,0,Retained
684,Spain,Female,38,3,0.0,2,1,Has Credit Card,0,Inactive,44255.65,0,Retained
482,France,Male,55,5,97318.25,1,0,No Credit Card,1,Active,78416.14,0,Retained
591,Spain,Male,58,5,128468.69,1,0,No Credit Card,1,Active,137254.55,0,Retained
651,Germany,Female,41,4,133432.59,1,0,No Credit Card,1,Active,151303.48,0,Retained
749,Germany,Female,40,8,141782.57,2,0,No Credit Card,0,Inactive,86333.63,0,Retained
583,France,Male,24,9,135125.28,1,0,No Credit Card,0,Inactive,89801.9,0,Retained
661,Spain,Male,42,2,178820.91,1,0,No Credit Card,0,Inactive,29358.57,1,Churned
715,France,Female,31,2,112212.14,2,1,Has Credit Card,1,Active,181600.72,0,Retained
769,Germany,Female,45,5,126674.81,1,1,Has Credit Card,0,Inactive,124118.71,1,Churned
625,France,Female,51,7,136294.97,1,1,Has Credit Card,0,Inactive,38867.46,1,Churned
641,France,Female,36,5,66392.64,1,1,Has Credit Card,0,Inactive,31106.67,0,Retained
716,Germany,Male,27,1,122552.34,2,1,Has Credit Card,0,Inactive,67611.36,0,Retained
767,France,Male,43,1,76408.85,2,1,Has Credit Card,0,Inactive,77837.63,0,Retained
745,Germany,Male,36,8,145071.24,1,0,No Credit Card,0,Inactive,6078.46,0,Retained
589,France,Male,34,6,0.0,2,1,Has Credit Card,1,Active,177896.92,0,Retained
796,France,Female,45,2,109730.22,1,1,Has Credit Card,1,Active,123882.73,0,Retained
664,France,Male,57,6,0.0,2,1,Has Credit Card,1,Active,15304.08,0,Retained
445,Spain,Male,62,1,64119.38,1,1,Has Credit Card,1,Active,76569.64,1,Churned
543,Germany,Female,57,1,106138.33,2,1,Has Credit Card,1,Active,120657.32,1,Churned
746,Spain,Male,36,2,0.0,2,1,Has Credit Card,1,Active,16436.56,0,Retained
742,Germany,Male,33,0,181656.51,1,1,Has Credit Card,1,Active,107667.91,0,Retained
750,France,Female,32,5,0.0,2,1,Has Credit Card,0,Inactive,95611.47,0,Retained
669,France,Male,30,7,95128.86,1,0,No Credit Card,0,Inactive,19799.26,0,Retained
594,Spain,Female,49,2,126615.94,2,0,No Credit Card,1,Active,123214.74,0,Retained
574,Spain,Male,36,1,0.0,2,0,No Credit Card,1,Active,71709.12,0,Retained
659,Germany,Male,36,2,76190.48,2,1,Has Credit Card,1,Active,149066.14,0,Retained
750,Germany,Male,40,5,168286.81,3,1,Has Credit Card,0,Inactive,20451.99,1,Churned
626,Germany,Male,35,4,88109.81,1,1,Has Credit Card,1,Active,32825.5,0,Retained
620,France,Male,42,4,0.0,2,1,Has Credit Card,0,Inactive,6232.31,0,Retained
580,France,Female,35,8,0.0,2,0,No Credit Card,1,Active,10357.03,0,Retained
686,France,Female,34,3,123971.51,2,1,Has Credit Card,0,Inactive,147794.63,0,Retained
540,France,Male,48,0,148116.48,1,0,No Credit Card,0,Inactive,116973.48,0,Retained
634,Germany,Male,35,6,116269.01,1,1,Has Credit Card,0,Inactive,129964.94,0,Retained
632,Spain,Male,38,1,120599.21,1,1,Has Credit Card,0,Inactive,92816.86,0,Retained
501,France,Female,41,3,144260.5,1,1,Has Credit Card,0,Inactive,172114.67,0,Retained
650,Spain,Female,25,3,86605.5,3,1,Has Credit Card,0,Inactive,16649.31,1,Churned
786,France,Male,34,9,0.0,2,1,Has Credit Card,0,Inactive,144517.19,0,Retained
554,Germany,Female,37,4,58629.97,1,0,No Credit Card,0,Inactive,182038.6,0,Retained
701,Spain,Female,42,5,0.0,2,0,No Credit Card,0,Inactive,24210.56,0,Retained
474,France,Male,45,10,0.0,2,0,No Credit Card,0,Inactive,172175.9,0,Retained
621,France,Female,43,5,0.0,1,1,Has Credit Card,1,Active,47578.45,0,Retained
672,Spain,Female,56,2,209767.31,2,1,Has Credit Card,1,Active,150694.42,1,Churned
459,Spain,Female,42,6,129634.25,2,1,Has Credit Card,1,Active,177683.02,1,Churned
669,France,Male,23,1,0.0,2,0,No Credit Card,0,Inactive,66088.83,0,Retained
776,France,Female,38,2,169824.46,1,1,Has Credit Card,0,Inactive,169291.7,0,Retained
694,France,Male,36,3,97530.25,1,1,Has Credit Card,1,Active,117140.41,0,Retained
787,France,Female,42,10,145988.65,2,1,Has Credit Card,1,Active,79510.37,0,Retained
580,France,Male,37,9,0.0,2,0,No Credit Card,1,Active,77108.66,0,Retained
711,France,Female,25,7,0.0,3,1,Has Credit Card,1,Active,9679.28,0,Retained
673,France,Female,40,5,137494.28,1,1,Has Credit Card,0,Inactive,81753.92,0,Retained
499,France,Female,57,1,0.0,1,0,No Credit Card,0,Inactive,131372.38,1,Churned
591,France,Male,24,6,147360.0,1,1,Has Credit Card,1,Active,25310.82,0,Retained
769,France,Female,25,10,0.0,2,0,No Credit Card,0,Inactive,187925.75,0,Retained
657,Spain,Male,31,3,125167.02,1,0,No Credit Card,0,Inactive,98820.39,0,Retained
738,Germany,Male,43,9,121152.05,2,1,Has Credit Card,0,Inactive,64166.7,1,Churned
545,Germany,Female,60,7,128981.07,1,0,No Credit Card,1,Active,176924.21,1,Churned
497,France,Male,47,6,0.0,1,1,Has Credit Card,1,Active,90055.08,0,Retained
816,Spain,Male,67,6,151858.98,1,1,Has Credit Card,1,Active,72814.31,0,Retained
525,France,Male,36,2,114628.4,1,0,No Credit Card,1,Active,168290.06,0,Retained
725,France,Male,46,6,0.0,2,1,Has Credit Card,0,Inactive,161767.38,0,Retained
692,France,Female,28,8,95059.02,2,1,Has Credit Card,0,Inactive,44420.18,0,Retained
618,France,Female,24,7,128736.39,1,0,No Credit Card,1,Active,37147.61,0,Retained
546,France,Male,24,8,156325.38,1,1,Has Credit Card,1,Active,125381.02,0,Retained
635,France,Male,29,7,105405.97,1,1,Has Credit Card,1,Active,149853.89,0,Retained
611,France,Female,49,2,88915.37,3,0,No Credit Card,0,Inactive,161435.02,1,Churned
650,France,Male,60,8,0.0,2,1,Has Credit Card,1,Active,102925.76,0,Retained
606,France,Male,40,5,0.0,2,1,Has Credit Card,1,Active,70899.27,0,Retained
844,France,Male,18,2,160980.03,1,0,No Credit Card,0,Inactive,145936.28,0,Retained
450,Spain,Female,46,5,177619.71,1,1,Has Credit Card,0,Inactive,54227.06,0,Retained
727,Spain,Male,38,2,62276.99,1,1,Has Credit Card,1,Active,59280.79,0,Retained
460,Germany,Male,46,4,127559.97,2,1,Has Credit Card,1,Active,126952.5,0,Retained
649,France,Male,41,0,0.0,2,0,No Credit Card,1,Active,130567.02,0,Retained
758,Germany,Female,47,9,95523.16,1,1,Has Credit Card,0,Inactive,73294.48,0,Retained
490,France,Female,35,7,107749.03,1,1,Has Credit Card,1,Active,3937.37,0,Retained
815,Germany,Male,37,2,110777.26,2,1,Has Credit Card,0,Inactive,2383.59,0,Retained
838,Spain,Female,39,5,166733.92,2,1,Has Credit Card,0,Inactive,14279.44,0,Retained
803,France,Male,31,9,157120.86,2,1,Has Credit Card,0,Inactive,141300.53,0,Retained
664,Germany,Female,36,2,127160.78,2,1,Has Credit Card,0,Inactive,78140.75,0,Retained
736,Spain,Female,28,2,0.0,2,1,Has Credit Card,1,Active,117431.1,0,Retained
633,France,Female,37,9,156091.97,1,1,Has Credit Card,0,Inactive,72008.61,0,Retained
664,France,Male,58,5,98668.18,1,1,Has Credit Card,1,Active,60887.58,0,Retained
600,France,Female,43,5,134022.06,1,1,Has Credit Card,0,Inactive,194764.83,0,Retained
693,France,Female,35,5,124151.09,1,1,Has Credit Card,0,Inactive,88705.14,1,Churned
663,Germany,Female,36,6,77253.5,1,0,No Credit Card,0,Inactive,35817.97,1,Churned
742,Germany,Female,21,1,114292.48,1,1,Has Credit Card,0,Inactive,31520.4,0,Retained
710,Germany,Male,43,2,140080.32,3,1,Has Credit Card,1,Active,157908.19,1,Churned
710,Spain,Female,27,2,135277.96,1,1,Has Credit Card,0,Inactive,142200.15,0,Retained
700,France,Female,82,2,0.0,2,0,No Credit Card,1,Active,182055.36,0,Retained
720,Germany,Male,60,9,115920.62,2,0,No Credit Card,0,Inactive,157552.08,1,Churned
684,Spain,Male,41,2,119782.72,2,0,No Credit Card,0,Inactive,120284.67,0,Retained
531,France,Female,63,1,114715.71,1,0,No Credit Card,1,Active,24506.95,1,Churned
742,Germany,Female,36,2,129748.54,2,0,No Credit Card,0,Inactive,47271.61,1,Churned
717,France,Male,31,4,129722.57,1,0,No Credit Card,0,Inactive,41176.6,0,Retained
589,France,Male,32,2,0.0,2,0,No Credit Card,1,Active,9468.64,0,Retained
767,France,Male,36,3,139180.2,1,0,No Credit Card,0,Inactive,123880.19,0,Retained
636,Germany,Male,49,6,113599.74,2,1,Has Credit Card,0,Inactive,158887.09,1,Churned
648,France,Male,33,7,134944.0,1,1,Has Credit Card,1,Active,117036.38,0,Retained
622,Germany,Female,58,7,116922.25,1,1,Has Credit Card,0,Inactive,120415.61,1,Churned
692,Spain,Male,28,9,118945.09,1,0,No Credit Card,0,Inactive,16064.25,1,Churned
754,France,Male,28,8,0.0,2,1,Has Credit Card,1,Active,52615.62,0,Retained
679,Spain,Female,35,8,119182.73,1,0,No Credit Card,0,Inactive,121210.09,0,Retained
639,France,Male,27,8,0.0,2,1,Has Credit Card,0,Inactive,192247.35,0,Retained
774,France,Female,28,1,71264.02,2,0,No Credit Card,1,Active,68759.57,0,Retained
517,France,Male,41,2,0.0,2,0,No Credit Card,1,Active,75937.47,0,Retained
571,France,Female,35,8,0.0,2,0,No Credit Card,0,Inactive,84569.13,0,Retained
747,Germany,Male,58,7,116313.57,1,1,Has Credit Card,1,Active,190696.35,1,Churned
792,Spain,Male,36,5,92140.15,1,0,No Credit Card,1,Active,67468.67,0,Retained
688,France,Male,26,1,0.0,2,1,Has Credit Card,1,Active,104435.94,0,Retained
714,Germany,Male,42,2,177640.09,1,0,No Credit Card,1,Active,47166.55,0,Retained
562,Spain,Female,35,0,0.0,2,1,Has Credit Card,0,Inactive,119899.52,0,Retained
704,Spain,Male,48,8,167997.6,1,1,Has Credit Card,1,Active,173498.45,0,Retained
698,France,Male,36,2,82275.35,2,1,Has Credit Card,1,Active,93249.26,0,Retained
611,France,Male,49,3,0.0,2,1,Has Credit Card,1,Active,142917.54,0,Retained
850,Germany,Female,48,6,111962.99,1,1,Has Credit Card,0,Inactive,111755.8,0,Retained
743,Germany,Female,34,1,131736.88,1,1,Has Credit Card,1,Active,108543.21,0,Retained
654,France,Male,29,1,0.0,1,1,Has Credit Card,0,Inactive,180345.44,0,Retained
761,Germany,Male,36,8,108239.11,2,0,No Credit Card,0,Inactive,99444.02,0,Retained
702,France,Female,46,9,98444.19,1,0,No Credit Card,1,Active,109563.28,0,Retained
488,Germany,Male,32,3,114540.38,1,1,Has Credit Card,0,Inactive,92568.07,0,Retained
683,France,Female,35,6,187530.66,2,1,Has Credit Card,1,Active,37976.36,0,Retained
601,Germany,Female,42,9,133636.16,1,0,No Credit Card,1,Active,103315.74,0,Retained
605,France,Male,52,7,0.0,2,1,Has Credit Card,1,Active,173952.5,0,Retained
671,Germany,Female,44,0,84745.03,2,0,No Credit Card,1,Active,34673.98,0,Retained
614,Germany,Female,31,7,120599.38,2,1,Has Credit Card,1,Active,46163.44,0,Retained
511,Spain,Female,29,9,0.0,2,0,No Credit Card,1,Active,140676.98,0,Retained
850,France,Male,39,4,127771.35,2,0,No Credit Card,1,Active,151738.54,0,Retained
790,Spain,Female,46,9,0.0,1,0,No Credit Card,0,Inactive,14679.81,1,Churned
793,France,Female,33,0,0.0,1,0,No Credit Card,0,Inactive,175544.02,0,Retained
628,France,Male,69,5,0.0,2,1,Has Credit Card,1,Active,181964.6,0,Retained
598,Germany,Male,53,10,167772.96,1,1,Has Credit Card,1,Active,136886.86,0,Retained
657,France,Female,37,6,95845.6,1,1,Has Credit Card,0,Inactive,122218.23,0,Retained
618,France,Female,35,10,0.0,2,1,Has Credit Card,0,Inactive,180439.75,0,Retained
681,Spain,Male,65,7,134714.7,2,0,No Credit Card,1,Active,190419.81,0,Retained
516,Spain,Female,33,3,0.0,2,1,Has Credit Card,1,Active,58685.59,0,Retained
421,Germany,Male,28,8,122384.22,3,1,Has Credit Card,1,Active,89017.38,1,Churned
700,France,Female,26,2,0.0,2,0,No Credit Card,0,Inactive,50051.42,0,Retained
745,France,Male,25,5,157993.15,2,1,Has Credit Card,0,Inactive,146041.45,0,Retained
696,France,Male,29,8,0.0,2,1,Has Credit Card,0,Inactive,191166.09,0,Retained
580,Germany,Female,42,2,123331.36,1,0,No Credit Card,0,Inactive,103516.08,1,Churned
497,Spain,Male,27,9,75263.16,1,1,Has Credit Card,1,Active,164825.04,0,Retained
720,France,Female,43,6,137824.03,2,1,Has Credit Card,0,Inactive,172557.77,0,Retained
659,Germany,Male,36,4,132578.92,2,1,Has Credit Card,0,Inactive,84320.94,0,Retained
841,France,Female,36,5,156021.31,1,0,No Credit Card,0,Inactive,122662.98,0,Retained
642,Spain,Male,34,8,0.0,1,1,Has Credit Card,0,Inactive,72085.1,0,Retained
732,Spain,Female,69,9,137453.43,1,0,No Credit Card,1,Active,110932.24,1,Churned
600,Spain,Male,36,4,0.0,2,1,Has Credit Card,0,Inactive,143635.36,0,Retained
464,Germany,Male,33,8,164284.72,2,1,Has Credit Card,1,Active,3710.34,0,Retained
680,France,Female,47,5,0.0,2,1,Has Credit Card,1,Active,179843.33,0,Retained
758,Spain,Male,56,1,0.0,2,1,Has Credit Card,1,Active,10643.38,0,Retained
630,Germany,Female,31,2,112373.49,2,1,Has Credit Card,1,Active,131167.98,0,Retained
577,France,Female,39,10,0.0,2,1,Has Credit Card,0,Inactive,10553.31,0,Retained
684,France,Female,34,6,0.0,2,1,Has Credit Card,1,Active,130928.22,0,Retained
708,Spain,Female,41,5,0.0,1,0,No Credit Card,1,Active,157003.99,0,Retained
732,Germany,Female,29,1,154333.82,1,1,Has Credit Card,1,Active,138527.56,0,Retained
634,Germany,Male,37,3,111432.77,2,1,Has Credit Card,1,Active,167032.49,0,Retained
633,France,Female,30,6,0.0,2,0,No Credit Card,0,Inactive,41642.29,0,Retained
559,France,Male,34,2,137390.11,2,1,Has Credit Card,0,Inactive,9677.0,0,Retained
694,Spain,Female,37,3,0.0,2,1,Has Credit Card,1,Active,147012.22,0,Retained
686,Germany,Female,56,5,111642.08,1,1,Has Credit Card,1,Active,80553.87,0,Retained
553,Spain,Female,48,3,0.0,1,0,No Credit Card,1,Active,30730.95,1,Churned
507,France,Male,36,4,83543.37,1,0,No Credit Card,0,Inactive,140134.43,0,Retained
732,Germany,Male,50,6,145338.76,1,0,No Credit Card,0,Inactive,91936.1,1,Churned
818,France,Female,31,1,186796.37,1,0,No Credit Card,0,Inactive,178252.63,0,Retained
660,Germany,Male,35,8,58641.43,1,0,No Credit Card,1,Active,198674.08,0,Retained
773,Spain,Female,41,5,0.0,1,1,Has Credit Card,0,Inactive,28266.9,1,Churned
640,France,Male,44,3,137148.68,1,1,Has Credit Card,0,Inactive,92381.01,0,Retained
505,France,Male,49,7,80001.23,1,0,No Credit Card,0,Inactive,135180.11,0,Retained
714,Germany,Male,21,6,86402.52,2,0,No Credit Card,0,Inactive,27330.59,0,Retained
468,France,Female,42,5,0.0,2,1,Has Credit Card,0,Inactive,125305.34,0,Retained
611,Spain,Male,51,1,122874.74,1,1,Has Credit Card,1,Active,149648.45,0,Retained
705,France,Male,25,0,97544.29,1,0,No Credit Card,1,Active,59887.15,0,Retained
646,Germany,Male,46,1,170826.55,2,1,Has Credit Card,0,Inactive,45041.32,0,Retained
667,Germany,Female,48,1,97133.92,2,0,No Credit Card,0,Inactive,113316.77,1,Churned
511,Germany,Female,41,8,153895.65,1,1,Has Credit Card,1,Active,39087.42,0,Retained
653,France,Female,43,6,0.0,2,1,Has Credit Card,1,Active,7330.59,0,Retained
675,France,Female,57,8,0.0,2,0,No Credit Card,1,Active,95463.29,0,Retained
523,Spain,Male,32,4,0.0,2,1,Has Credit Card,0,Inactive,167848.02,0,Retained
567,Germany,Female,49,5,134956.02,1,1,Has Credit Card,0,Inactive,93953.84,1,Churned
741,Spain,Male,39,7,143637.58,2,0,No Credit Card,1,Active,174227.66,0,Retained
456,Spain,Male,32,9,147506.25,1,1,Has Credit Card,1,Active,135399.21,0,Retained
598,France,Male,64,1,0.0,2,1,Has Credit Card,0,Inactive,195635.3,1,Churned
667,France,Male,43,8,190227.46,1,1,Has Credit Card,0,Inactive,97508.04,1,Churned
548,France,Female,32,2,172448.77,1,1,Has Credit Card,0,Inactive,188083.77,1,Churned
725,France,Male,41,7,113980.21,1,1,Has Credit Card,1,Active,116704.25,0,Retained
717,France,Male,53,6,0.0,2,0,No Credit Card,1,Active,97614.87,0,Retained
594,France,Male,38,4,0.0,2,0,No Credit Card,0,Inactive,186884.04,0,Retained
678,Germany,Female,25,10,76968.12,2,0,No Credit Card,1,Active,131501.72,0,Retained
545,France,Male,38,1,88293.13,2,1,Has Credit Card,1,Active,24302.95,0,Retained
636,France,Female,48,1,170833.46,1,1,Has Credit Card,0,Inactive,110510.28,1,Churned
603,Germany,Male,44,6,108122.39,2,1,Has Credit Card,0,Inactive,108488.33,1,Churned
435,France,Male,36,4,0.0,1,1,Has Credit Card,1,Active,197015.2,0,Retained
535,France,Female,40,8,0.0,1,1,Has Credit Card,1,Active,27689.77,0,Retained
629,Germany,Female,45,7,129818.39,3,1,Has Credit Card,0,Inactive,9217.55,1,Churned
722,France,Female,35,2,163943.89,2,1,Has Credit Card,1,Active,15068.18,0,Retained
561,France,Male,28,7,0.0,2,1,Has Credit Card,0,Inactive,7797.01,0,Retained
645,France,Female,38,5,101430.3,2,0,No Credit Card,1,Active,4400.32,0,Retained
501,France,Female,39,9,117301.66,1,0,No Credit Card,0,Inactive,182025.95,0,Retained
502,Germany,Female,32,1,173340.83,1,0,No Credit Card,1,Active,122763.95,0,Retained
652,Spain,Female,42,4,0.0,2,1,Has Credit Card,1,Active,38152.01,0,Retained
574,France,Female,33,3,134348.57,1,1,Has Credit Card,0,Inactive,63163.99,0,Retained
518,France,Female,45,9,105525.65,2,1,Has Credit Card,1,Active,73418.29,0,Retained
749,France,Female,60,6,0.0,1,1,Has Credit Card,0,Inactive,17978.68,1,Churned
679,France,Female,43,4,0.0,3,1,Has Credit Card,0,Inactive,115136.51,1,Churned
565,France,Male,36,6,106192.1,1,1,Has Credit Card,0,Inactive,149575.59,0,Retained
643,France,Female,45,4,45144.43,1,1,Has Credit Card,0,Inactive,60917.24,1,Churned
515,France,Male,65,7,92113.61,1,1,Has Credit Card,1,Active,142548.33,0,Retained
521,France,Male,25,7,0.0,2,1,Has Credit Card,1,Active,157878.67,0,Retained
739,Spain,Male,38,0,128366.44,1,1,Has Credit Card,0,Inactive,12796.43,0,Retained
585,France,Male,42,2,0.0,2,1,Has Credit Card,1,Active,18657.77,0,Retained
733,Germany,Male,74,3,106545.53,1,1,Has Credit Card,1,Active,134589.58,0,Retained
542,France,Female,43,8,145618.37,1,0,No Credit Card,1,Active,10350.74,0,Retained
788,Spain,Male,37,8,141541.25,1,0,No Credit Card,0,Inactive,66013.27,0,Retained
435,Germany,Male,32,2,57017.06,2,1,Has Credit Card,1,Active,5907.11,0,Retained
577,France,Male,42,9,0.0,1,1,Has Credit Card,0,Inactive,74077.91,0,Retained
703,France,Female,51,3,0.0,3,1,Has Credit Card,1,Active,77294.56,1,Churned
728,Germany,Female,35,8,125884.95,2,1,Has Credit Card,0,Inactive,54359.02,1,Churned
728,Germany,Male,32,5,61825.5,1,1,Has Credit Card,1,Active,156124.93,0,Retained
718,France,Male,35,8,0.0,2,1,Has Credit Card,0,Inactive,94820.85,0,Retained
621,France,Female,40,6,0.0,1,1,Has Credit Card,0,Inactive,155155.25,0,Retained
523,France,Female,40,2,102967.41,1,1,Has Credit Card,0,Inactive,128702.1,1,Churned
657,Germany,Male,25,2,171770.55,1,1,Has Credit Card,0,Inactive,22745.5,0,Retained
727,Germany,Male,40,1,93051.64,2,1,Has Credit Card,0,Inactive,71865.31,1,Churned
643,France,Male,36,7,161064.64,2,0,No Credit Card,1,Active,84294.82,0,Retained
645,France,Female,48,7,90612.34,1,1,Has Credit Card,1,Active,149139.13,0,Retained
568,France,Male,28,5,145105.64,2,1,Has Credit Card,0,Inactive,185489.11,0,Retained
599,France,Male,58,4,0.0,1,0,No Credit Card,0,Inactive,176407.15,1,Churned
672,France,Female,45,9,0.0,1,1,Has Credit Card,1,Active,92027.69,1,Churned
685,France,Male,33,6,174912.72,1,1,Has Credit Card,1,Active,43932.54,0,Retained
516,France,Female,46,1,104947.72,1,1,Has Credit Card,0,Inactive,115789.25,1,Churned
685,Spain,Male,31,10,135213.71,1,1,Has Credit Card,1,Active,125777.28,0,Retained
806,Spain,Male,25,7,0.0,2,1,Has Credit Card,0,Inactive,18461.9,0,Retained
604,France,Male,36,6,116229.85,2,1,Has Credit Card,1,Active,79633.38,0,Retained
648,Spain,Female,53,6,111201.41,1,1,Has Credit Card,1,Active,121542.29,0,Retained
545,Spain,Female,32,4,0.0,1,1,Has Credit Card,0,Inactive,94739.2,0,Retained
756,Germany,Male,27,1,131899.0,1,1,Has Credit Card,0,Inactive,93302.29,0,Retained
569,France,Male,35,10,124525.52,1,1,Has Credit Card,1,Active,193793.78,0,Retained
596,France,Male,47,6,0.0,1,1,Has Credit Card,0,Inactive,74835.65,0,Retained
475,France,Male,39,6,0.0,1,1,Has Credit Card,1,Active,56999.9,1,Churned
646,France,Female,45,3,47134.75,1,1,Has Credit Card,1,Active,57236.44,0,Retained
784,Spain,Male,35,3,0.0,2,0,No Credit Card,0,Inactive,81483.64,0,Retained
552,Spain,Male,45,9,0.0,2,1,Has Credit Card,0,Inactive,26752.56,0,Retained
729,France,Male,44,5,0.0,2,0,No Credit Card,1,Active,9200.54,0,Retained
609,Spain,Male,61,1,0.0,1,1,Has Credit Card,0,Inactive,22447.85,1,Churned
555,France,Male,51,5,0.0,3,1,Has Credit Card,0,Inactive,189122.89,1,Churned
572,Germany,Female,19,1,138657.08,1,1,Has Credit Card,1,Active,16161.82,0,Retained
785,France,Female,34,9,70302.48,1,1,Has Credit Card,1,Active,68600.36,0,Retained
714,Germany,Female,36,1,101609.01,2,1,Has Credit Card,1,Active,447.73,0,Retained
738,Spain,Male,35,3,0.0,1,1,Has Credit Card,1,Active,15650.73,0,Retained
639,Germany,Male,38,5,130170.82,1,1,Has Credit Card,1,Active,149599.62,0,Retained
520,Germany,Male,61,8,133802.29,2,1,Has Credit Card,1,Active,90304.01,0,Retained
764,France,Female,24,7,106234.02,1,0,No Credit Card,0,Inactive,115676.38,0,Retained
661,Spain,Male,39,6,132628.98,1,0,No Credit Card,0,Inactive,38812.67,0,Retained
564,Germany,Male,41,9,103522.75,2,1,Has Credit Card,1,Active,34338.21,0,Retained
708,Germany,Female,42,8,192390.52,2,1,Has Credit Card,0,Inactive,823.36,0,Retained
512,Spain,Male,36,1,0.0,1,0,No Credit Card,1,Active,135482.26,1,Churned
592,Spain,Male,37,9,0.0,3,1,Has Credit Card,1,Active,10656.89,0,Retained
619,France,Female,38,3,0.0,2,0,No Credit Card,1,Active,116467.35,0,Retained
775,France,Male,52,8,109922.61,1,1,Has Credit Card,1,Active,96823.32,1,Churned
850,Germany,Female,44,5,128605.32,1,0,No Credit Card,1,Active,171096.2,0,Retained
577,France,Female,37,4,0.0,1,1,Has Credit Card,1,Active,79881.39,0,Retained
724,France,Female,37,10,68598.56,1,1,Has Credit Card,0,Inactive,157862.82,0,Retained
710,Spain,Male,35,1,106518.52,1,1,Has Credit Card,1,Active,127951.81,0,Retained
696,France,Female,31,8,0.0,2,0,No Credit Card,0,Inactive,191074.11,0,Retained
376,France,Female,46,6,0.0,1,1,Has Credit Card,0,Inactive,157333.69,1,Churned
675,Germany,Female,29,8,121326.42,1,1,Has Credit Card,0,Inactive,133457.52,0,Retained
745,France,Male,36,8,67226.37,1,1,Has Credit Card,0,Inactive,130789.6,0,Retained
697,Spain,Female,25,5,82931.85,2,1,Has Credit Card,1,Active,128373.88,0,Retained
599,Spain,Female,39,4,0.0,1,1,Has Credit Card,0,Inactive,194273.2,1,Churned
